<VMAF version="2.3.1">
  <params qualityWidth="768" qualityHeight="432" />
  <fyi fps="59.35" />
  <frames>
    <frame frameNum="0" integer_adm2="0.972166" integer_adm_scale0="0.928484" integer_adm_scale1="0.950572" integer_adm_scale2="0.974541" integer_adm_scale3="0.991695" integer_motion2="0.000000" integer_motion="0.000000" integer_vif_scale0="0.544043" integer_vif_scale1="0.907994" integer_vif_scale2="0.954750" integer_vif_scale3="0.976281" vmaf="87.576048" />
    <frame frameNum="1" integer_adm2="0.967855" integer_adm_scale0="0.938746" integer_adm_scale1="0.942858" integer_adm_scale2="0.968067" integer_adm_scale3="0.988323" integer_motion2="7.998148" integer_motion="7.998148" integer_vif_scale0="0.531766" integer_vif_scale1="0.882014" integer_vif_scale2="0.940173" integer_vif_scale3="0.965770" vmaf="94.608163" />
    <frame frameNum="2" integer_adm2="0.966488" integer_adm_scale0="0.935992" integer_adm_scale1="0.938527" integer_adm_scale2="0.972401" integer_adm_scale3="0.983593" integer_motion2="8.172189" integer_motion="8.181028" integer_vif_scale0="0.532255" integer_vif_scale1="0.879776" integer_vif_scale2="0.939046" integer_vif_scale3="0.964433" vmaf="94.351954" />
    <frame frameNum="3" integer_adm2="0.967106" integer_adm_scale0="0.936059" integer_adm_scale1="0.938810" integer_adm_scale2="0.967819" integer_adm_scale3="0.988342" integer_motion2="8.159361" integer_motion="8.172189" integer_vif_scale0="0.529197" integer_vif_scale1="0.875782" integer_vif_scale2="0.936800" integer_vif_scale3="0.963307" vmaf="94.284631" />
    <frame frameNum="4" integer_adm2="0.966217" integer_adm_scale0="0.933365" integer_adm_scale1="0.936953" integer_adm_scale2="0.969511" integer_adm_scale3="0.986242" integer_motion2="8.159361" integer_motion="8.159361" integer_vif_scale0="0.527120" integer_vif_scale1="0.873326" integer_vif_scale2="0.935469" integer_vif_scale3="0.963378" vmaf="94.041790" />
    <frame frameNum="5" integer_adm2="0.965426" integer_adm_scale0="0.934559" integer_adm_scale1="0.937171" integer_adm_scale2="0.963599" integer_adm_scale3="0.989070" integer_motion2="8.137205" integer_motion="8.318466" integer_vif_scale0="0.528079" integer_vif_scale1="0.875534" integer_vif_scale2="0.937113" integer_vif_scale3="0.964327" vmaf="93.992665" />
    <frame frameNum="6" integer_adm2="0.965950" integer_adm_scale0="0.936837" integer_adm_scale1="0.937465" integer_adm_scale2="0.967167" integer_adm_scale3="0.986410" integer_motion2="8.137205" integer_motion="8.137205" integer_vif_scale0="0.527291" integer_vif_scale1="0.873290" integer_vif_scale2="0.935355" integer_vif_scale3="0.963283" vmaf="93.948172" />
    <frame frameNum="7" integer_adm2="0.964481" integer_adm_scale0="0.936145" integer_adm_scale1="0.936511" integer_adm_scale2="0.966331" integer_adm_scale3="0.984217" integer_motion2="8.121603" integer_motion="8.188489" integer_vif_scale0="0.526451" integer_vif_scale1="0.872851" integer_vif_scale2="0.935177" integer_vif_scale3="0.962510" vmaf="93.548020" />
    <frame frameNum="8" integer_adm2="0.965996" integer_adm_scale0="0.934488" integer_adm_scale1="0.935728" integer_adm_scale2="0.969260" integer_adm_scale3="0.986007" integer_motion2="8.121603" integer_motion="8.121603" integer_vif_scale0="0.526051" integer_vif_scale1="0.875899" integer_vif_scale2="0.937303" integer_vif_scale3="0.964280" vmaf="94.102024" />
    <frame frameNum="9" integer_adm2="0.965780" integer_adm_scale0="0.933151" integer_adm_scale1="0.935674" integer_adm_scale2="0.966087" integer_adm_scale3="0.988395" integer_motion2="8.090797" integer_motion="8.141959" integer_vif_scale0="0.522438" integer_vif_scale1="0.874081" integer_vif_scale2="0.935979" integer_vif_scale3="0.963758" vmaf="93.924205" />
    <frame frameNum="10" integer_adm2="0.965698" integer_adm_scale0="0.933767" integer_adm_scale1="0.934960" integer_adm_scale2="0.970469" integer_adm_scale3="0.984828" integer_motion2="7.960663" integer_motion="8.090797" integer_vif_scale0="0.524034" integer_vif_scale1="0.876223" integer_vif_scale2="0.937118" integer_vif_scale3="0.963715" vmaf="93.809857" />
    <frame frameNum="11" integer_adm2="0.964596" integer_adm_scale0="0.932678" integer_adm_scale1="0.934667" integer_adm_scale2="0.967080" integer_adm_scale3="0.985585" integer_motion2="7.757387" integer_motion="7.960663" integer_vif_scale0="0.521090" integer_vif_scale1="0.875079" integer_vif_scale2="0.937456" integer_vif_scale3="0.964262" vmaf="93.406204" />
    <frame frameNum="12" integer_adm2="0.955412" integer_adm_scale0="0.927512" integer_adm_scale1="0.921366" integer_adm_scale2="0.954770" integer_adm_scale3="0.980609" integer_motion2="7.757387" integer_motion="7.757387" integer_vif_scale0="0.495802" integer_vif_scale1="0.830445" integer_vif_scale2="0.905448" integer_vif_scale3="0.941814" vmaf="88.415942" />
    <frame frameNum="13" integer_adm2="0.951513" integer_adm_scale0="0.925463" integer_adm_scale1="0.913081" integer_adm_scale2="0.957033" integer_adm_scale3="0.972513" integer_motion2="7.707613" integer_motion="7.823167" integer_vif_scale0="0.480205" integer_vif_scale1="0.809114" integer_vif_scale2="0.888255" integer_vif_scale3="0.931630" vmaf="86.122553" />
    <frame frameNum="14" integer_adm2="0.950713" integer_adm_scale0="0.925771" integer_adm_scale1="0.905581" integer_adm_scale2="0.951901" integer_adm_scale3="0.977407" integer_motion2="7.707613" integer_motion="7.707613" integer_vif_scale0="0.473320" integer_vif_scale1="0.801077" integer_vif_scale2="0.881715" integer_vif_scale3="0.923601" vmaf="85.115644" />
    <frame frameNum="15" integer_adm2="0.950031" integer_adm_scale0="0.923345" integer_adm_scale1="0.908156" integer_adm_scale2="0.943153" integer_adm_scale3="0.981224" integer_motion2="7.882250" integer_motion="7.882250" integer_vif_scale0="0.470062" integer_vif_scale1="0.797490" integer_vif_scale2="0.879148" integer_vif_scale3="0.924193" vmaf="85.117341" />
    <frame frameNum="16" integer_adm2="0.946016" integer_adm_scale0="0.921440" integer_adm_scale1="0.904151" integer_adm_scale2="0.945294" integer_adm_scale3="0.973371" integer_motion2="7.770926" integer_motion="7.923792" integer_vif_scale0="0.468300" integer_vif_scale1="0.798365" integer_vif_scale2="0.879843" integer_vif_scale3="0.925686" vmaf="84.291759" />
    <frame frameNum="17" integer_adm2="0.948377" integer_adm_scale0="0.921896" integer_adm_scale1="0.906875" integer_adm_scale2="0.948132" integer_adm_scale3="0.976832" integer_motion2="7.770926" integer_motion="7.770926" integer_vif_scale0="0.468017" integer_vif_scale1="0.801535" integer_vif_scale2="0.883372" integer_vif_scale3="0.927305" vmaf="85.039084" />
    <frame frameNum="18" integer_adm2="0.951000" integer_adm_scale0="0.918699" integer_adm_scale1="0.913791" integer_adm_scale2="0.951737" integer_adm_scale3="0.977068" integer_motion2="7.719638" integer_motion="7.901271" integer_vif_scale0="0.471305" integer_vif_scale1="0.816629" integer_vif_scale2="0.897330" integer_vif_scale3="0.938870" vmaf="86.926676" />
    <frame frameNum="19" integer_adm2="0.954094" integer_adm_scale0="0.921205" integer_adm_scale1="0.913524" integer_adm_scale2="0.951739" integer_adm_scale3="0.984021" integer_motion2="7.641851" integer_motion="7.719638" integer_vif_scale0="0.473782" integer_vif_scale1="0.823941" integer_vif_scale2="0.902799" integer_vif_scale3="0.943327" vmaf="88.041174" />
    <frame frameNum="20" integer_adm2="0.955521" integer_adm_scale0="0.924531" integer_adm_scale1="0.911595" integer_adm_scale2="0.957874" integer_adm_scale3="0.983337" integer_motion2="7.641851" integer_motion="7.641851" integer_vif_scale0="0.476371" integer_vif_scale1="0.832263" integer_vif_scale2="0.909746" integer_vif_scale3="0.946202" vmaf="88.830648" />
    <frame frameNum="21" integer_adm2="0.956150" integer_adm_scale0="0.924595" integer_adm_scale1="0.915613" integer_adm_scale2="0.959669" integer_adm_scale3="0.982070" integer_motion2="7.904427" integer_motion="7.929637" integer_vif_scale0="0.481460" integer_vif_scale1="0.836776" integer_vif_scale2="0.912397" integer_vif_scale3="0.949705" vmaf="89.618314" />
    <frame frameNum="22" integer_adm2="0.959226" integer_adm_scale0="0.921975" integer_adm_scale1="0.919368" integer_adm_scale2="0.964658" integer_adm_scale3="0.985340" integer_motion2="7.904427" integer_motion="7.904427" integer_vif_scale0="0.486444" integer_vif_scale1="0.847232" integer_vif_scale2="0.918943" integer_vif_scale3="0.952186" vmaf="90.720718" />
